rank,city,department,region,population,overall_score,quality_of_life,safety,cost_of_living,transport,nature,culture,schools,remote_work,page
300,"Salon-de-Provence","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",46000,5.40,5.5,4.7,5.5,5.2,5.6,6.6,5.3,4.8,"https://bestcitiesinfrance.com/cities/salon-de-provence"
301,"Douai","Nord","Hauts-de-France",40000,5.40,5.3,4.7,6.4,6.4,4.2,6.2,5.8,5.3,"https://bestcitiesinfrance.com/cities/douai"
302,"Châteauroux","Indre","Centre-Val de Loire",43000,5.40,5.5,5.3,7.1,4.6,5.0,5.5,5.3,4.3,"https://bestcitiesinfrance.com/cities/chateauroux"
303,"Noisy-le-Grand","Seine-Saint-Denis","Île-de-France",66000,5.40,5.9,3.7,5.4,9.0,5.0,5.7,6.6,7.5,"https://bestcitiesinfrance.com/cities/noisy-le-grand"
304,"Dax","Landes","Nouvelle-Aquitaine",21000,5.40,5.7,5.5,6.2,4.6,5.9,5.5,5.3,4.3,"https://bestcitiesinfrance.com/cities/dax"
305,"Digne-les-Bains","Alpes-de-Haute-Provence","Provence-Alpes-Côte d'Azur",17000,5.40,5.9,5.7,5.9,4.0,7.2,5.5,5.3,4.3,"https://bestcitiesinfrance.com/cities/digne-les-bains"
306,"Pessac","Gironde","Nouvelle-Aquitaine",64000,5.40,5.9,4.9,4.0,7.7,5.0,5.7,6.6,6.8,"https://bestcitiesinfrance.com/cities/pessac"
307,"Rezé","Loire-Atlantique","Pays de la Loire",42000,5.40,5.5,4.7,4.4,7.7,5.0,5.7,5.5,6.3,"https://bestcitiesinfrance.com/cities/reze"
308,"Laxou","Meurthe-et-Moselle","Grand Est",14500,5.40,5.9,6.0,5.0,6.4,5.0,3.9,6.6,5.8,"https://bestcitiesinfrance.com/cities/laxou"
309,"Saint-Genis-Laval","Métropole de Lyon","Auvergne-Rhône-Alpes",21500,5.40,5.9,6.0,4.6,6.4,5.0,4.2,6.6,5.8,"https://bestcitiesinfrance.com/cities/saint-genis-laval"
310,"Amiens","Somme","Hauts-de-France",134057,5.30,5.1,4.5,6.4,6.1,4.2,6.6,6.6,4.8,"https://bestcitiesinfrance.com/cities/amiens"
311,"Bergerac","Dordogne","Nouvelle-Aquitaine",26000,5.30,5.7,5.5,6.4,4.0,5.9,5.9,5.3,4.3,"https://bestcitiesinfrance.com/cities/bergerac"
312,"Arcachon","Gironde","Nouvelle-Aquitaine",12000,5.30,6.6,6.3,3.1,4.6,7.8,5.9,5.3,6.3,"https://bestcitiesinfrance.com/cities/arcachon"
313,"Lens","Pas-de-Calais","Hauts-de-France",31000,5.30,4.9,4.7,7.6,7.0,4.3,7.5,4.5,3.8,"https://bestcitiesinfrance.com/cities/lens"
314,"Évian-les-Bains","Haute-Savoie","Auvergne-Rhône-Alpes",9000,5.30,6.6,6.1,3.6,4.0,8.1,5.5,5.3,5.3,"https://bestcitiesinfrance.com/cities/evian-les-bains"
315,"Massy","Essonne","Île-de-France",49600,5.30,4.9,4.8,4.6,9.0,3.0,5.7,6.6,9.0,"https://bestcitiesinfrance.com/cities/massy"
316,"Saint-Paul (La Réunion)","La Réunion","La Réunion",105240,5.30,6.8,4.7,4.1,4.0,8.5,5.9,4.9,4.3,"https://bestcitiesinfrance.com/cities/saint-paul-reunion"
317,"Saint-Martin-d'Hères","Isère","Auvergne-Rhône-Alpes",38000,5.30,4.3,4.5,4.8,8.4,4.8,5.7,6.2,6.8,"https://bestcitiesinfrance.com/cities/saint-martin-d-heres"
318,"Voiron","Isère","Auvergne-Rhône-Alpes",21000,5.30,5.5,5.5,5.4,4.9,6.4,4.2,5.5,5.1,"https://bestcitiesinfrance.com/cities/voiron"
319,"Saint-Louis (Haut-Rhin)","Haut-Rhin","Grand Est",22000,5.30,5.5,6.0,5.3,6.4,4.3,4.2,5.5,6.3,"https://bestcitiesinfrance.com/cities/saint-louis-haut-rhin"
320,"Allauch","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",20000,5.30,6.8,4.6,4.7,4.2,7.1,4.2,6.6,5.1,"https://bestcitiesinfrance.com/cities/allauch"
321,"Saint-Médard-en-Jalles","Gironde","Nouvelle-Aquitaine",32000,5.30,5.9,5.2,4.0,6.2,5.7,4.8,6.2,6.3,"https://bestcitiesinfrance.com/cities/saint-medard-en-jalles"
322,"Saint-Mandé","Val-de-Marne","Île-de-France",22500,5.30,6.8,6.0,2.4,8.6,5.0,6.0,7.7,6.3,"https://bestcitiesinfrance.com/cities/saint-mande"
323,"Arles","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",52548,5.20,5.5,4.1,5.7,4.9,5.9,9.0,4.5,4.3,"https://bestcitiesinfrance.com/cities/arles"
324,"Boulogne-sur-Mer","Pas-de-Calais","Hauts-de-France",40682,5.20,5.3,4.3,6.4,5.2,5.6,5.9,5.3,4.3,"https://bestcitiesinfrance.com/cities/boulogne-sur-mer"
325,"Clermont-l'Hérault","Hérault","Occitanie",8500,5.20,6.8,6.0,7.2,3.4,7.8,5.1,5.5,2.6,"https://bestcitiesinfrance.com/cities/clermont-herault"
326,"Draguignan","Var","Provence-Alpes-Côte d'Azur",40000,5.20,5.5,4.7,5.9,4.6,6.1,5.5,5.3,4.3,"https://bestcitiesinfrance.com/cities/draguignan"
327,"Colombes","Hauts-de-Seine","Île-de-France",90000,5.20,5.9,5.7,3.4,8.4,3.6,5.7,6.6,7.5,"https://bestcitiesinfrance.com/cities/colombes"
328,"Pontoise","Val-d'Oise","Île-de-France",30200,5.20,5.1,4.3,4.5,7.8,4.5,5.9,5.8,6.3,"https://bestcitiesinfrance.com/cities/pontoise"
329,"Privas","Ardèche","Auvergne-Rhône-Alpes",8600,5.20,5.9,5.5,6.4,4.0,7.2,4.8,4.5,3.8,"https://bestcitiesinfrance.com/cities/privas"
330,"Porto-Vecchio","Corse-du-Sud","Corse",12000,5.20,6.8,6.8,5.0,3.4,7.8,3.9,3.4,5.1,"https://bestcitiesinfrance.com/cities/porto-vecchio"
331,"Corte","Haute-Corse","Corse",7200,5.20,6.2,6.5,6.7,2.7,7.5,5.1,4.9,5.1,"https://bestcitiesinfrance.com/cities/corte"
332,"Le Tampon","La Réunion","La Réunion",80684,5.20,6.2,5.5,4.6,3.7,8.4,4.8,5.5,3.8,"https://bestcitiesinfrance.com/cities/le-tampon"
333,"Nogent-sur-Marne","Val-de-Marne","Île-de-France",32000,5.20,7.4,5.2,2.2,7.7,5.7,6.6,7.7,6.8,"https://bestcitiesinfrance.com/cities/nogent-sur-marne"
334,"Brunoy","Essonne","Île-de-France",26000,5.20,5.5,5.1,4.6,6.4,5.3,4.2,6.2,5.8,"https://bestcitiesinfrance.com/cities/brunoy"
335,"Sèvres","Hauts-de-Seine","Île-de-France",23000,5.20,6.8,6.5,2.2,7.1,5.7,6.0,7.7,6.8,"https://bestcitiesinfrance.com/cities/sevres"
336,"Nîmes","Gard","Occitanie",153005,5.10,5.1,3.9,5.9,6.1,5.6,7.3,5.3,5.3,"https://bestcitiesinfrance.com/cities/nimes"
337,"Agen","Lot-et-Garonne","Nouvelle-Aquitaine",34000,5.10,5.1,4.7,6.4,4.6,5.0,5.5,5.3,4.3,"https://bestcitiesinfrance.com/cities/agen"
338,"Martigues","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur",48000,5.10,5.1,4.3,6.0,5.5,5.9,5.5,4.9,4.8,"https://bestcitiesinfrance.com/cities/martigues"
339,"Valenciennes","Nord","Hauts-de-France",44000,5.10,5.1,4.3,6.4,6.1,4.2,6.2,5.8,4.8,"https://bestcitiesinfrance.com/cities/valenciennes"
340,"Paris","Paris","Île-de-France",2161000,5.10,5.5,3.9,2.2,9.0,2.3,9.0,7.9,9.0,"https://bestcitiesinfrance.com/cities/paris"
341,"Fort-de-France","Martinique","Martinique",75516,5.10,5.7,4.2,4.1,4.7,7.5,6.9,5.1,4.6,"https://bestcitiesinfrance.com/cities/fort-de-france"
342,"Saint-Maur-des-Fossés","Val-de-Marne","Île-de-France",75500,5.10,6.8,5.2,2.8,7.0,5.7,5.7,7.7,6.3,"https://bestcitiesinfrance.com/cities/saint-maur-des-fosses"
343,"Bègles","Gironde","Nouvelle-Aquitaine",28000,5.10,5.5,5.0,4.5,7.1,4.8,4.2,5.5,5.8,"https://bestcitiesinfrance.com/cities/begles"
344,"Colomiers","Haute-Garonne","Occitanie",40000,5.10,5.5,4.8,4.8,6.2,4.3,4.4,6.2,6.3,"https://bestcitiesinfrance.com/cities/colomiers"
345,"Montigny-le-Bretonneux","Yvelines","Île-de-France",33000,5.10,5.9,5.2,3.4,7.0,5.7,4.8,6.6,6.8,"https://bestcitiesinfrance.com/cities/montigny-le-bretonneux"
346,"Guyancourt","Yvelines","Île-de-France",28000,5.10,5.5,5.5,3.8,5.6,5.7,3.9,6.6,6.8,"https://bestcitiesinfrance.com/cities/guyancourt"
347,"Le Plessis-Robinson","Hauts-de-Seine","Île-de-France",30000,5.10,6.8,6.2,2.2,7.0,5.7,5.7,7.7,6.8,"https://bestcitiesinfrance.com/cities/le-plessis-robinson"
348,"Torcy","Seine-et-Marne","Île-de-France",23000,5.10,4.9,5.2,5.0,7.1,4.3,4.2,5.5,6.3,"https://bestcitiesinfrance.com/cities/torcy"
349,"Noisiel","Seine-et-Marne","Île-de-France",16000,5.10,4.9,5.0,5.3,6.4,5.3,4.2,5.5,5.8,"https://bestcitiesinfrance.com/cities/noisiel"
350,"Sceaux","Hauts-de-Seine","Île-de-France",20000,5.10,6.8,6.5,2.2,7.1,4.3,6.0,9.0,6.3,"https://bestcitiesinfrance.com/cities/sceaux"
351,"Toulon","Var","Provence-Alpes-Côte d'Azur",176198,5.00,5.1,4.1,5.5,5.5,7.0,6.2,4.5,4.8,"https://bestcitiesinfrance.com/cities/toulon"
352,"Évreux","Eure","Normandie",50000,5.00,4.9,4.7,6.3,6.2,5.0,5.7,5.5,3.8,"https://bestcitiesinfrance.com/cities/evreux"
353,"Antibes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur",75000,5.00,6.2,5.1,3.3,5.2,7.0,6.6,5.3,5.3,"https://bestcitiesinfrance.com/cities/antibes"
354,"Argenteuil","Val-d'Oise","Île-de-France",108000,5.00,4.9,3.9,5.9,8.4,4.3,5.7,5.5,6.3,"https://bestcitiesinfrance.com/cities/argenteuil"
355,"Meaux","Seine-et-Marne","Île-de-France",55200,5.00,5.1,4.1,4.5,7.5,4.2,6.2,5.8,6.3,"https://bestcitiesinfrance.com/cities/meaux"
356,"Baie-Mahault","Guadeloupe","Guadeloupe",30923,5.00,5.3,4.5,4.3,4.3,7.4,5.7,4.9,4.3,"https://bestcitiesinfrance.com/cities/baie-mahault"
357,"Mérignac","Gironde","Nouvelle-Aquitaine",74000,5.00,5.5,4.7,4.0,7.7,4.3,4.8,5.5,6.3,"https://bestcitiesinfrance.com/cities/merignac"
358,"Saint-Herblain","Loire-Atlantique","Pays de la Loire",47000,5.00,4.9,4.5,4.4,7.7,4.3,4.8,5.5,5.8,"https://bestcitiesinfrance.com/cities/saint-herblain"
359,"Le Perreux-sur-Marne","Val-de-Marne","Île-de-France",33000,5.00,6.8,5.2,2.4,7.7,5.7,5.7,7.7,6.8,"https://bestcitiesinfrance.com/cities/le-perreux-sur-marne"
360,"Draveil","Essonne","Île-de-France",30000,5.00,4.9,4.8,4.6,5.5,5.7,4.4,5.5,5.1,"https://bestcitiesinfrance.com/cities/draveil"
361,"Pontault-Combault","Seine-et-Marne","Île-de-France",38000,5.00,4.9,4.9,4.6,6.2,5.0,4.4,5.5,5.1,"https://bestcitiesinfrance.com/cities/pontault-combault"
362,"Fréjus","Var","Provence-Alpes-Côte d'Azur",55500,4.90,5.5,4.7,4.5,4.6,6.4,5.5,4.1,4.3,"https://bestcitiesinfrance.com/cities/frejus"
363,"Ajaccio","Corse-du-Sud","Corse",70000,4.90,5.5,4.3,5.0,4.0,7.5,6.6,4.1,3.8,"https://bestcitiesinfrance.com/cities/ajaccio"
364,"Alès","Gard","Occitanie",42000,4.90,5.1,4.1,6.4,4.6,5.9,5.9,4.5,4.3,"https://bestcitiesinfrance.com/cities/ales"
365,"Narbonne","Aude","Occitanie",55000,4.90,5.1,4.1,5.9,4.9,5.9,6.2,4.5,4.8,"https://bestcitiesinfrance.com/cities/narbonne"
366,"Antony","Hauts-de-Seine","Île-de-France",63100,4.90,6.2,5.2,2.6,7.7,5.0,4.8,7.7,6.8,"https://bestcitiesinfrance.com/cities/antony"
367,"Fontenay-sous-Bois","Val-de-Marne","Île-de-France",52600,4.90,5.9,4.7,2.8,8.4,5.7,5.1,6.2,6.8,"https://bestcitiesinfrance.com/cities/fontenay-sous-bois"
368,"Blagnac","Haute-Garonne","Occitanie",26000,4.90,5.5,5.1,5.0,6.4,3.6,4.2,5.5,6.8,"https://bestcitiesinfrance.com/cities/blagnac"
369,"Schiltigheim","Bas-Rhin","Grand Est",33000,4.90,4.9,4.7,4.8,7.7,3.6,5.7,4.9,6.3,"https://bestcitiesinfrance.com/cities/schiltigheim"
370,"Vandœuvre-lès-Nancy","Meurthe-et-Moselle","Grand Est",30000,4.90,4.0,4.5,5.4,7.7,4.3,4.8,5.5,5.8,"https://bestcitiesinfrance.com/cities/vandoeuvre-les-nancy"
371,"Pertuis","Vaucluse","Provence-Alpes-Côte d'Azur",22000,4.90,5.5,4.9,5.3,4.2,6.4,4.2,4.5,4.3,"https://bestcitiesinfrance.com/cities/pertuis"
372,"Melun","Seine-et-Marne","Île-de-France",40000,4.90,4.9,4.1,4.6,7.5,4.5,5.9,5.3,6.3,"https://bestcitiesinfrance.com/cities/melun"
373,"Bois-Colombes","Hauts-de-Seine","Île-de-France",29500,4.90,6.2,6.5,2.6,7.1,3.6,5.1,7.7,6.3,"https://bestcitiesinfrance.com/cities/bois-colombes"
374,"Saint-Leu-la-Forêt","Val-d'Oise","Île-de-France",16000,4.90,5.9,5.2,4.6,4.9,6.4,3.3,6.6,5.1,"https://bestcitiesinfrance.com/cities/saint-leu-la-foret"
375,"Sallanches","Haute-Savoie","Auvergne-Rhône-Alpes",16500,4.90,5.9,6.6,3.4,4.9,7.1,3.3,5.5,5.1,"https://bestcitiesinfrance.com/cities/sallanches"
376,"Vernon","Eure","Normandie",24000,4.90,4.9,5.2,5.4,4.9,5.0,5.1,4.9,4.3,"https://bestcitiesinfrance.com/cities/vernon"
377,"Cannes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur",73000,4.80,5.9,4.5,3.1,5.5,7.0,7.3,4.5,5.3,"https://bestcitiesinfrance.com/cities/cannes"
378,"Créteil","Val-de-Marne","Île-de-France",91000,4.80,4.9,4.1,4.0,9.0,3.6,6.2,5.3,7.3,"https://bestcitiesinfrance.com/cities/creteil"
379,"Vierzon","Cher","Centre-Val de Loire",26000,4.80,5.1,4.5,7.1,4.9,4.8,4.8,4.5,3.8,"https://bestcitiesinfrance.com/cities/vierzon"
380,"Joué-lès-Tours","Indre-et-Loire","Centre-Val de Loire",36000,4.80,4.3,4.5,5.0,7.0,4.3,4.4,4.5,5.8,"https://bestcitiesinfrance.com/cities/joue-les-tours"
381,"Fontaine","Isère","Auvergne-Rhône-Alpes",23000,4.80,4.3,4.8,5.4,7.1,5.0,3.9,4.5,5.8,"https://bestcitiesinfrance.com/cities/fontaine"
382,"Chelles","Seine-et-Marne","Île-de-France",55000,4.80,4.5,4.7,4.6,7.0,4.3,4.4,4.9,5.8,"https://bestcitiesinfrance.com/cities/chelles"
383,"Bourg-la-Reine","Hauts-de-Seine","Île-de-France",21000,4.80,6.2,6.5,2.2,7.8,3.6,4.2,8.7,6.3,"https://bestcitiesinfrance.com/cities/bourg-la-reine"
384,"Montmorency","Val-d'Oise","Île-de-France",22000,4.80,5.5,4.7,4.6,4.9,5.0,5.1,6.6,3.8,"https://bestcitiesinfrance.com/cities/montmorency"
385,"Le Chesnay-Rocquencourt","Yvelines","Île-de-France",32000,4.80,5.9,6.2,2.5,5.5,5.0,6.6,7.7,5.1,"https://bestcitiesinfrance.com/cities/le-chesnay-rocquencourt"
386,"Montigny-lès-Metz","Moselle","Grand Est",21000,4.80,4.9,5.5,5.3,6.4,3.6,4.2,6.2,5.1,"https://bestcitiesinfrance.com/cities/montigny-les-metz"
387,"Perpignan","Pyrénées-Orientales","Occitanie",121875,4.70,4.9,3.7,6.2,5.5,6.1,6.2,4.5,4.8,"https://bestcitiesinfrance.com/cities/perpignan"
388,"Montreuil","Seine-Saint-Denis","Île-de-France",108000,4.70,5.1,3.9,3.8,9.0,2.8,7.3,5.3,7.8,"https://bestcitiesinfrance.com/cities/montreuil"
389,"Nanterre","Hauts-de-Seine","Île-de-France",96000,4.70,4.9,4.1,3.3,9.0,3.1,6.6,5.8,7.8,"https://bestcitiesinfrance.com/cities/nanterre"
390,"Calvi","Haute-Corse","Corse",5500,4.70,6.8,6.8,5.3,2.7,7.8,4.2,2.4,3.8,"https://bestcitiesinfrance.com/cities/calvi"
391,"Le Lamentin","Martinique","Martinique",38821,4.70,5.1,4.5,4.3,4.0,7.0,5.7,5.1,3.8,"https://bestcitiesinfrance.com/cities/le-lamentin"
392,"Suresnes","Hauts-de-Seine","Île-de-France",49500,4.70,6.2,5.2,2.2,8.1,5.0,5.1,6.6,7.5,"https://bestcitiesinfrance.com/cities/suresnes"
393,"Maisons-Alfort","Val-de-Marne","Île-de-France",54600,4.70,5.5,4.7,3.1,8.4,3.6,4.8,6.2,6.8,"https://bestcitiesinfrance.com/cities/maisons-alfort"
394,"Conflans-Sainte-Honorine","Yvelines","Île-de-France",37000,4.70,4.9,4.9,3.4,6.7,5.7,4.8,5.5,5.8,"https://bestcitiesinfrance.com/cities/conflans-sainte-honorine"
395,"Forbach","Moselle","Grand Est",21000,4.70,4.7,4.1,6.7,5.5,4.8,5.1,4.5,4.3,"https://bestcitiesinfrance.com/cities/forbach"
396,"La Garenne-Colombes","Hauts-de-Seine","Île-de-France",30000,4.70,6.2,6.2,2.2,7.7,3.6,5.7,7.7,6.3,"https://bestcitiesinfrance.com/cities/la-garenne-colombes"
397,"Évry-Courcouronnes","Essonne","Île-de-France",70000,4.60,4.7,3.7,4.6,7.8,4.2,5.9,5.3,6.3,"https://bestcitiesinfrance.com/cities/evry-courcouronnes"
398,"Mauriac","Cantal","Auvergne-Rhône-Alpes",3900,4.60,3.8,8.5,8.5,2.2,7.1,2.5,2.2,2.2,"https://bestcitiesinfrance.com/cities/mauriac"
399,"Cernay","Haut-Rhin","Grand Est",11400,4.60,4.9,5.8,6.3,3.4,5.7,3.3,4.9,3.8,"https://bestcitiesinfrance.com/cities/cernay"
400,"Six-Fours-les-Plages","Var","Provence-Alpes-Côte d'Azur",35000,4.60,6.2,5.2,3.0,5.5,7.1,4.4,4.5,5.1,"https://bestcitiesinfrance.com/cities/six-fours-les-plages"
401,"Meyzieu","Métropole de Lyon","Auvergne-Rhône-Alpes",33000,4.60,4.3,4.5,4.8,7.0,5.0,3.9,4.5,5.1,"https://bestcitiesinfrance.com/cities/meyzieu"
402,"Villenave-d'Ornon","Gironde","Nouvelle-Aquitaine",35000,4.60,4.9,4.7,4.0,7.0,4.3,3.9,4.9,5.8,"https://bestcitiesinfrance.com/cities/villenave-d-ornon"
403,"Lanester","Morbihan","Bretagne",23000,4.60,4.0,5.7,6.3,4.9,4.3,3.9,4.5,4.3,"https://bestcitiesinfrance.com/cities/lanester"
404,"Sainte-Geneviève-des-Bois","Essonne","Île-de-France",37000,4.60,4.5,4.3,4.6,6.2,4.3,4.4,5.1,5.6,"https://bestcitiesinfrance.com/cities/sainte-genevieve-des-bois"
405,"Charenton-le-Pont","Val-de-Marne","Île-de-France",30500,4.60,5.9,5.2,2.4,9.0,3.6,5.7,6.6,6.3,"https://bestcitiesinfrance.com/cities/charenton-le-pont"
406,"Cachan","Val-de-Marne","Île-de-France",30000,4.60,5.5,4.7,2.8,7.7,3.0,6.6,7.7,6.3,"https://bestcitiesinfrance.com/cities/cachan"
407,"Vélizy-Villacoublay","Yvelines","Île-de-France",22000,4.60,5.5,6.0,2.9,5.6,4.3,5.1,6.6,6.3,"https://bestcitiesinfrance.com/cities/velizy-villacoublay"
408,"Riedisheim","Haut-Rhin","Grand Est",12500,4.60,4.9,5.8,5.4,5.6,4.3,3.3,5.5,4.3,"https://bestcitiesinfrance.com/cities/riedisheim"
409,"Oullins-Pierre-Bénite","Métropole de Lyon","Auvergne-Rhône-Alpes",37000,4.60,4.9,4.7,4.6,7.7,3.6,4.4,5.5,5.1,"https://bestcitiesinfrance.com/cities/oullins-pierre-benite"
410,"Crépy-en-Valois","Oise","Hauts-de-France",15000,4.60,4.5,5.2,5.9,4.9,5.0,3.9,4.5,3.8,"https://bestcitiesinfrance.com/cities/crepy-en-valois"
411,"Vénissieux","Métropole de Lyon","Auvergne-Rhône-Alpes",62800,4.50,4.0,4.2,5.9,8.4,3.0,5.7,4.5,7.5,"https://bestcitiesinfrance.com/cities/venissieux"
412,"Pointe-à-Pitre","Guadeloupe","Guadeloupe",14837,4.50,4.9,4.0,4.6,4.2,7.1,6.0,4.1,3.8,"https://bestcitiesinfrance.com/cities/pointe-a-pitre"
413,"Mandelieu-la-Napoule","Alpes-Maritimes","Provence-Alpes-Côte d'Azur",22000,4.50,6.8,5.6,2.3,4.9,7.1,4.2,5.5,5.1,"https://bestcitiesinfrance.com/cities/mandelieu-la-napoule"
414,"Lingolsheim","Bas-Rhin","Grand Est",18000,4.50,4.9,5.0,5.4,6.4,4.3,3.3,4.5,5.8,"https://bestcitiesinfrance.com/cities/lingolsheim"
415,"Puteaux","Hauts-de-Seine","Île-de-France",45000,4.50,5.9,5.2,2.2,9.0,2.3,5.7,6.6,7.5,"https://bestcitiesinfrance.com/cities/puteaux"
416,"Kingersheim","Haut-Rhin","Grand Est",13000,4.50,4.5,5.5,5.4,5.6,3.6,4.2,5.1,3.8,"https://bestcitiesinfrance.com/cities/kingersheim"
417,"Calais","Pas-de-Calais","Hauts-de-France",72000,4.40,4.5,3.7,6.4,6.1,4.2,5.5,4.5,4.3,"https://bestcitiesinfrance.com/cities/calais"
418,"Bastia","Haute-Corse","Corse",45000,4.40,5.1,4.1,5.3,4.0,7.2,6.2,3.6,3.3,"https://bestcitiesinfrance.com/cities/bastia"
419,"Fleurance","Gers","Occitanie",6500,4.40,5.5,6.8,7.6,2.2,6.1,3.9,2.8,3.8,"https://bestcitiesinfrance.com/cities/fleurance"
420,"Ribérac","Dordogne","Nouvelle-Aquitaine",4100,4.40,4.9,7.5,7.8,2.2,6.4,3.3,2.2,3.8,"https://bestcitiesinfrance.com/cities/riberac"
421,"Sarreguemines","Moselle","Grand Est",21000,4.40,4.0,5.0,6.7,4.2,4.3,4.2,4.1,3.8,"https://bestcitiesinfrance.com/cities/sarreguemines"
422,"Hérouville-Saint-Clair","Calvados","Normandie",23000,4.40,3.6,4.5,5.9,7.1,3.6,4.2,4.5,5.1,"https://bestcitiesinfrance.com/cities/herouville-saint-clair"
423,"Savigny-sur-Orge","Essonne","Île-de-France",37000,4.40,4.3,4.1,4.6,7.0,4.3,3.9,4.9,5.8,"https://bestcitiesinfrance.com/cities/savigny-sur-orge"
424,"Savigny-le-Temple","Seine-et-Marne","Île-de-France",30000,4.40,4.0,4.5,5.0,6.2,4.3,3.9,4.5,5.1,"https://bestcitiesinfrance.com/cities/savigny-le-temple"
425,"Combs-la-Ville","Seine-et-Marne","Île-de-France",22000,4.40,4.3,5.0,5.3,5.6,5.0,3.3,4.9,5.1,"https://bestcitiesinfrance.com/cities/combs-la-ville"
426,"Châtenay-Malabry","Hauts-de-Seine","Île-de-France",33500,4.40,5.5,5.2,2.6,6.2,5.0,4.8,6.6,5.1,"https://bestcitiesinfrance.com/cities/chatenay-malabry"
427,"Béziers","Hérault","Occitanie",78000,4.30,4.7,3.5,6.4,4.9,5.6,6.6,3.6,3.8,"https://bestcitiesinfrance.com/cities/beziers"
428,"Saint-Chély-d'Apcher","Lozère","Occitanie",5000,4.30,4.1,8.2,8.5,2.2,6.1,2.5,2.2,2.2,"https://bestcitiesinfrance.com/cities/saint-chely-d-apcher"
429,"Clamecy","Nièvre","Bourgogne-Franche-Comté",4800,4.30,4.5,6.8,8.5,2.7,5.9,3.3,2.4,2.8,"https://bestcitiesinfrance.com/cities/clamecy"
430,"Sartène","Corse-du-Sud","Corse",7000,4.30,5.9,6.5,6.3,2.2,7.5,4.2,2.2,2.6,"https://bestcitiesinfrance.com/cities/sartene"
431,"Les Abymes","Guadeloupe","Guadeloupe",53491,4.30,4.7,3.9,4.1,4.0,7.2,5.7,4.5,3.8,"https://bestcitiesinfrance.com/cities/les-abymes"
432,"Plaisir","Yvelines","Île-de-France",31000,4.30,4.3,4.9,3.4,6.2,4.8,3.9,5.5,5.1,"https://bestcitiesinfrance.com/cities/plaisir"
433,"Fleury-les-Aubrais","Loiret","Centre-Val de Loire",21000,4.30,4.0,4.8,5.4,7.1,3.6,3.3,4.5,5.8,"https://bestcitiesinfrance.com/cities/fleury-les-aubrais"
434,"Arcueil","Val-de-Marne","Île-de-France",22000,4.30,4.9,4.5,3.7,7.8,3.0,5.1,5.5,5.1,"https://bestcitiesinfrance.com/cities/arcueil"
435,"Eaubonne","Val-d'Oise","Île-de-France",25500,4.30,4.9,4.7,5.0,5.6,4.3,3.3,5.5,3.8,"https://bestcitiesinfrance.com/cities/eaubonne"
436,"Élancourt","Yvelines","Île-de-France",27000,4.30,4.9,5.5,3.8,4.2,5.0,3.3,5.5,5.1,"https://bestcitiesinfrance.com/cities/elancourt"
437,"Pantin","Seine-Saint-Denis","Île-de-France",57000,4.20,4.7,3.7,3.6,9.0,2.8,5.9,5.3,7.8,"https://bestcitiesinfrance.com/cities/pantin"
438,"Delle","Territoire de Belfort","Bourgogne-Franche-Comté",6800,4.20,4.3,6.8,7.0,4.2,4.8,2.5,2.8,3.8,"https://bestcitiesinfrance.com/cities/delle"
439,"Poissy","Yvelines","Île-de-France",39000,4.20,4.3,4.5,3.4,7.0,4.3,4.4,4.9,5.1,"https://bestcitiesinfrance.com/cities/poissy"
440,"Le Cannet","Alpes-Maritimes","Provence-Alpes-Côte d'Azur",43000,4.20,5.9,4.8,2.3,6.7,5.0,5.7,4.9,5.8,"https://bestcitiesinfrance.com/cities/le-cannet"
441,"Décines-Charpieu","Métropole de Lyon","Auvergne-Rhône-Alpes",28000,4.20,4.0,4.5,5.3,6.4,4.3,3.3,4.1,5.1,"https://bestcitiesinfrance.com/cities/decines-charpieu"
442,"Bischheim","Bas-Rhin","Grand Est",18000,4.20,4.0,4.8,5.6,7.1,3.0,3.9,4.5,5.8,"https://bestcitiesinfrance.com/cities/bischheim"
443,"Chenôve","Côte-d'Or","Bourgogne-Franche-Comté",14000,4.20,3.6,4.5,5.9,6.4,4.3,3.3,4.1,5.1,"https://bestcitiesinfrance.com/cities/chenove"
444,"Houilles","Yvelines","Île-de-France",32000,4.20,4.9,4.7,2.7,7.7,4.3,3.9,5.5,6.3,"https://bestcitiesinfrance.com/cities/houilles"
445,"Trélazé","Maine-et-Loire","Pays de la Loire",16000,4.20,3.6,5.2,6.3,6.4,3.6,3.3,4.1,4.3,"https://bestcitiesinfrance.com/cities/trelaze"
446,"Jarnac","Charente","Nouvelle-Aquitaine",5500,4.10,4.5,7.0,7.8,2.2,5.7,3.3,2.4,3.3,"https://bestcitiesinfrance.com/cities/jarnac"
447,"Asnières-sur-Seine","Hauts-de-Seine","Île-de-France",87000,4.10,5.5,4.7,2.2,8.4,3.0,5.1,5.5,6.8,"https://bestcitiesinfrance.com/cities/asnieres-sur-seine"
448,"Cugnaux","Haute-Garonne","Occitanie",18000,4.10,4.9,5.4,5.4,4.2,4.8,2.5,5.5,5.1,"https://bestcitiesinfrance.com/cities/cugnaux"
